departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,10/05/2014,,,HURTO PIRATERIA TERRESTRE,1
BOYACA,PUERTO BOYACA,15572000,ARMA DE FUEGO,07/06/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,29/05/2014,,,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,30/05/2014,,,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,12/06/2014,,,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,13/06/2014,,,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,23/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
QUINDIO,LA TEBAIDA,63401000,ARMA DE FUEGO,23/05/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,16/07/2014,,,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,23/07/2014,,,HURTO PIRATERIA TERRESTRE,1
PUTUMAYO,VILLAGARZON,86885000,ARMA DE FUEGO,30/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,ROSAS,19622000,ARMA DE FUEGO,08/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,TIMBIO,19807000,ARMA DE FUEGO,29/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
GUAJIRA,LA JAGUA DEL PILAR,44420000,ARMA DE FUEGO,24/07/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,COYAIMA,73217000,ARMA DE FUEGO,04/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,19/06/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,07/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,14/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANAGRANDE,8634000,ARMA DE FUEGO,02/08/2014,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,TIMBIO,19807007,ARMA DE FUEGO,31/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,ANSERMANUEVO,76041000,ARMA DE FUEGO,10/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,MADRID,25430000,ARMA DE FUEGO,05/08/2014,,,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SAN FRANCISCO,25658000,ARMA DE FUEGO,16/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
GUAJIRA,URUMITA,44855000,ARMA DE FUEGO,10/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
NARINO,PASTO (CT),52001000,ARMA DE FUEGO,31/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,21/07/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638006,ARMA DE FUEGO,29/07/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,ANDALUCIA,76036000,ARMA DE FUEGO,04/08/2014,FEMENINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,24/06/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,23/08/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560000,ARMA DE FUEGO,11/08/2014,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,TOTORO,19824000,ARMA DE FUEGO,17/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,10/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOLIVAR,EL CARMEN DE BOLIVAR,13244000,ARMA DE FUEGO,16/07/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,COELLO,73200001,ARMA DE FUEGO,06/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,09/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SUCRE,OVEJAS,70508000,ARMA DE FUEGO,01/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PIENDAMO,19548000,ARMA DE FUEGO,19/07/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/08/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,YOTOCO,76890000,ARMA DE FUEGO,04/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,03/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,RESTREPO,76606000,ARMA DE FUEGO,03/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,RESTREPO,76606000,ARMA DE FUEGO,06/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638000,ARMA DE FUEGO,22/08/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,09/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,02/09/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,10/09/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,14/07/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638000,ARMA DE FUEGO,02/09/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,LURUACO,8421001,ARMA DE FUEGO,10/09/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560000,ARMA DE FUEGO,30/08/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,13/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,22/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,TIMBIO,19807000,ARMA DE FUEGO,17/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,CAJAMARCA,73124000,ARMA DE FUEGO,16/08/2014,,,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,LA VEGA,25402000,ARMA DE FUEGO,07/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,CHIPAQUE,25178000,ARMA DE FUEGO,03/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,10/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,NOCAIMA,25491000,ARMA DE FUEGO,17/07/2014,,,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,22/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,20/08/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,31/07/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,16/09/2014,,,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638006,ARMA DE FUEGO,14/07/2014,,,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560004,ARMA DE FUEGO,08/09/2014,,,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,FACATATIVA,25269000,ARMA DE FUEGO,25/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,14/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,YOTOCO,76890000,ARMA DE FUEGO,26/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,30/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,PIEDECUESTA,68547000,ARMA DE FUEGO,01/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PALMAR DE VARELA,8520000,ARMA DE FUEGO,31/08/2014,,,HURTO PIRATERIA TERRESTRE,1
MAGDALENA,PLATO,47555000,ARMA DE FUEGO,30/09/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,SAN PEDRO,76670000,ARMA DE FUEGO,08/10/2014,,,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,CAMPO DE LA CRUZ,8137001,ARMA DE FUEGO,08/10/2014,,,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,16/09/2014,,,HURTO PIRATERIA TERRESTRE,1
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,07/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638000,ARMA DE FUEGO,10/10/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,SABANA DE TORRES,68655000,ARMA DE FUEGO,12/10/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PIENDAMO,19548000,ARMA DE FUEGO,04/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
NARINO,PASTO (CT),52001000,ARMA DE FUEGO,02/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638006,ARMA DE FUEGO,06/10/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
MAGDALENA,PLATO,47555000,ARMA DE FUEGO,09/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,EL SANTUARIO,5697000,ARMA DE FUEGO,10/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,15/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,BARRANCABERMEJA,68081001,ARMA DE FUEGO,17/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,COELLO,73200001,ARMA DE FUEGO,20/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SUCRE,SAN ONOFRE,70713000,ARMA DE FUEGO,13/08/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,21/10/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,23/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,15/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,BARBOSA,5079000,ARMA DE FUEGO,25/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
MAGDALENA,ARIGUANI,47058000,ARMA DE FUEGO,24/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,17/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,RIO DE ORO,20614000,ARMA DE FUEGO,29/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,FACATATIVA,25269000,ARMA DE FUEGO,30/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,FUNZA,25286000,ARMA DE FUEGO,20/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,COTA,25214000,ARMA DE FUEGO,11/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,FACATATIVA,25269000,ARMA DE FUEGO,24/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,CAJIBIO,19130000,ARMA DE FUEGO,22/09/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,IBAGUE (CT),73001000,ARMA DE FUEGO,31/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,30/10/2014,,,HURTO PIRATERIA TERRESTRE,1
SUCRE,OVEJAS,70508000,ARMA DE FUEGO,06/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,07/11/2014,,,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,VILLETA,25875000,ARMA DE FUEGO,27/05/2013,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SOLEDAD,8758000,ARMA DE FUEGO,09/06/2013,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
GUAJIRA,SAN JUAN DEL CESAR,44650000,ARMA DE FUEGO,19/03/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PIENDAMO,19548000,ARMA DE FUEGO,23/03/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,EL SANTUARIO,5697000,ARMA DE FUEGO,10/11/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANALARGA,8638006,ARMA DE FUEGO,11/11/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,01/11/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560003,ARMA DE FUEGO,13/11/2014,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,21/10/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,21/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,CALIMA,76126000,ARMA DE FUEGO,19/11/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
NARINO,TUQUERRES,52838001,ARMA DE FUEGO,29/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560000,ARMA DE FUEGO,24/09/2014,,,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,17/11/2014,,,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560000,ARMA DE FUEGO,30/11/2014,,,HURTO PIRATERIA TERRESTRE,1
CESAR,RIO DE ORO,20614000,ARMA DE FUEGO,29/11/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,OBANDO,76497000,ARMA DE FUEGO,01/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,03/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,TULUA,76834000,ARMA DE FUEGO,02/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,03/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,PONEDERA,8560003,ARMA DE FUEGO,04/12/2014,,,HURTO PIRATERIA TERRESTRE,1
VALLE,SAN PEDRO,76670000,ARMA DE FUEGO,04/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,GIRALDO,5306000,ARMA DE FUEGO,02/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794001,ARMA DE FUEGO,30/11/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,06/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,10/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,ZARZAL,76895000,ARMA DE FUEGO,11/12/2014,,,HURTO PIRATERIA TERRESTRE,1
TOLIMA,ARMERO,73055000,ARMA DE FUEGO,10/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SANTO TOMAS,8685000,ARMA DE FUEGO,15/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,SABANA DE TORRES,68655000,ARMA DE FUEGO,07/10/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,LURUACO,8421000,ARMA DE FUEGO,12/12/2014,,,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARMA DE FUEGO,06/03/2013,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,18/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,CHIA,25175000,ARMA DE FUEGO,13/12/2014,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,PIENDAMO,19548000,ARMA DE FUEGO,16/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,TITIRIBI,5809000,ARMA DE FUEGO,21/11/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
NARINO,RICAURTE,52612000,ARMA DE FUEGO,17/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,27/11/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SESQUILE,25736000,ARMA DE FUEGO,03/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,17/12/2014,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SUCRE,OVEJAS,70508000,ARMA DE FUEGO,03/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SASAIMA,25718000,ARMA DE FUEGO,19/07/2013,,,HURTO PIRATERIA TERRESTRE,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657000,ARMA DE FUEGO,13/12/2014,,,HURTO PIRATERIA TERRESTRE,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657000,ARMA DE FUEGO,14/12/2014,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,JAMUNDI,76364000,ARMA DE FUEGO,09/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,11/01/2015,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,09/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,14/11/2014,,,HURTO PIRATERIA TERRESTRE,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,05/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,16/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,16/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PURACE,19585000,ARMA DE FUEGO,16/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
SANTANDER,PIEDECUESTA,68547000,ARMA DE FUEGO,19/01/2015,FEMENINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,21/01/2015,,,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,20/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,19/01/2015,,,HURTO PIRATERIA TERRESTRE,1
NARINO,MALLAMA,52435000,ARMA DE FUEGO,09/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,05/01/2015,,,HURTO PIRATERIA TERRESTRE,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,27/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,28/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,BOJACA,25099000,ARMA DE FUEGO,31/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,TUBARA,8832010,ARMA DE FUEGO,21/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,03/02/2015,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,03/02/2015,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,04/02/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,SANTO DOMINGO,5690000,ARMA DE FUEGO,20/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,06/02/2015,,,HURTO PIRATERIA TERRESTRE,1
TOLIMA,CHAPARRAL,73168000,ARMA DE FUEGO,10/02/2015,FEMENINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,PELAYA,20550000,ARMA DE FUEGO,10/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,27/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,12/02/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,16/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,07/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,BARBOSA,5079000,ARMA DE FUEGO,26/02/2015,,,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,23/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
TOLIMA,ARMERO,73055000,ARMA DE FUEGO,25/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,28/02/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,21/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,BOSCONIA,20060000,ARMA DE FUEGO,11/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ATLANTICO,SABANAGRANDE,8634000,ARMA DE FUEGO,05/03/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,12/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
BOGOTA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,03/02/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,05/03/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,GRANADA,25312000,ARMA DE FUEGO,28/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CUNDINAMARCA,SASAIMA,25718000,ARMA DE FUEGO,30/01/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ANTIOQUIA,ENVIGADO,5266000,ARMA DE FUEGO,16/01/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,11/03/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,04/03/2015,FEMENINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,12/03/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,20/02/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,PURACE,19585004,ARMA DE FUEGO,24/02/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,08/03/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,14/03/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,12/03/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,21/03/2015,MASCULINO,ADULTOS,HURTO PIRATERIA TERRESTRE,1
VALLE,GUACARI,76318000,ARMA DE FUEGO,13/03/2015,,ADULTOS,HURTO PIRATERIA TERRESTRE,1
